idn,title,year,isbn,url,subjects
981539955,Die Entdeckung einer neuen Welt,2006,9783891691977,http://deposit.dnb.de/cgi-bin/dokserv?id=2863348&prov=M&dok_var=1&dok_ext=htm,
980580994,Die Zeit der Avantgarden,2006,8387937452,,
978771680,Kurt Schwitters,2006,9783775709897,,
981539963,Merzgebiete,2006,9783891691960,http://deposit.dnb.de/cgi-bin/dokserv?id=2863347&prov=M&dok_var=1&dok_ext=htm,
979845521,Merzgebiete,2006,9783832177362,https://d-nb.info/979845521/04,Merzkunst | Geschichte | Ausstellung | Hannover <2006>
978878477,Mir,2006,9783891691946,http://deposit.dnb.de/cgi-bin/dokserv?id=2784009&prov=M&dok_var=1&dok_ext=htm,
979851785,Niki & Jean,2006,9783791360508,,
981085407,Play station,2006,,,
981489028,Rudolf Jahns,2006,9783891691984,https://d-nb.info/981489028/04,
980504406,Sprengel macht Ernst,2006,9783891691953,https://d-nb.info/980504406/04,
1027069894,Architektursammlung Niedersachsen,2005,,https://d-nb.info/1027069894/04,
986156523,Bangkok,2005,9783000176586,,
974329525,Die Entstehungsgeschichte des Sprengel-Museums Hannover,,,https://d-nb.info/974329525/04,Sprengel Museum Hannover | Geschichte 1959-1979 | Museumsbau des Sprengel Museums Hannover | Geschichte 1959-1979
975123165,Dieter Roth & Dorothy Iannone,2005,9783935567275,https://d-nb.info/975123165/04,"Roth, Dieter | Ausstellung | Hannover <2005> | Iannone, Dorothy | Ausstellung | Hannover <2005>"
974028223,Ernst Schwitters,2005,9783775715263,https://d-nb.info/974028223/04,"Schwitters, Ernst | Fotografie | Geschichte 1930-1960 | Ausstellung | Hannover <2005>"
977198871,"Heidi Specker, concrete",2005,9783865211408,,"Specker, Heidi | Architekturfotografie | Betonbau | Ausstellung | Hannover <2005>"
975566229,"Heidi Specker, im Garten",2005,9783865211408,,"Specker, Heidi | Fotografie | Ausstellung | Hannover <2005>"
973400889,Martha Rosler,2005,9783775715997,https://d-nb.info/973400889/04,"Rosler, Martha | Fotografie | Sozialraum | Alltag | Ausstellung | Hannover <2005>"
974238015,Martha Rosler,2005,9783891691885,http://deposit.dnb.de/cgi-bin/dokserv?id=2613623&prov=M&dok_var=1&dok_ext=htm,"Rosler, Martha | Fotografie | Öffentlicher Raum | Alltag | Ausstellung | Hannover <2005>"
1137195517,Max Beckmann. Jahrmarkt und Hölle. Arbeiten auf Papier aus dem Sprengel Museum Hannover,2005,,,
975111582,Nana-Power,2005,9783894792459,https://d-nb.info/975111582/04,"Saint Phalle, Niki de | Ausstellung | Hannover <2005>"
974237930,Niki de Saint Phalle - der Tarot-Garten,2005,9783891691892,,Tarotgarten | Entwurf | Ausstellung | Hannover <2005>
976851768,Niki & Jean,2005,9783791335346,https://d-nb.info/976851768/04,"Saint Phalle, Niki de | Tinguely, Jean | Bildband"
974382701,Phantastische Welten,2005,,,
976680696,"""Rarrk"" - John Mawurndjul",2005,9783796522017,,"Mawurndjul, John | Malerei | Geschichte 1979-2005 | Ausstellung | Basel <2005>"
975575848,"""Rarrk"" - John Mawurndjul",2005,9783796521874,https://d-nb.info/975575848/04,"Mawurndjul, John | Malerei | Geschichte 1979-2005 | Ausstellung | Basel <2005>"
975341472,Sprengels Chagall,2005,9783891691915,http://deposit.dnb.de/cgi-bin/dokserv?id=2653008&prov=M&dok_var=1&dok_ext=htm,"Chagall, Marc | Druckgrafik | Sprengel Museum Hannover | Ausstellung | Hannover <2005>"
975341480,Sprengels Chagall,2005,9783891691908,https://d-nb.info/975341480/04,"Chagall, Marc | Druckgrafik | Sprengel Museum Hannover | Katalog"
976738716,"Valérie Jouve, fotografie",2005,9783891691922,http://deposit.dnb.de/cgi-bin/dokserv?id=2689768&prov=M&dok_var=1&dok_ext=htm,
972527567,"Andy Warhol Selbstportraits, self-portraits",2004,9783775713900,https://d-nb.info/972527567/04,"Warhol, Andy | Selbstbildnis | Ausstellung | Sankt Gallen <2004>"
968512062,"Andy Warhol Selbstportraits, self-portraits",2004,9783775713900,https://d-nb.info/968512062/04,"Warhol, Andy | Selbstbildnis | Ausstellung | Sankt Gallen <2004>"
973027010,Camill Leberer,2004,9783925212604,https://d-nb.info/973027010/04,"Leberer, Camill | Zeichnung | Geschichte 1992-2004 | Ausstellung | Karlsruhe <2004>"
97115998X,Dans les flammes,2004,9783891691786,,"Francken, Ruth | Ausstellung | Hannover <2004>"
974377082,"Dennis del Favero, Fantasmi",2004,,,
970415621,Heinrich Riebesehl: fotografische Serien 1963 - 2001,2004,9783775714662,https://d-nb.info/970415621/04,"Riebesehl, Heinrich | Fotosequenz | Geschichte 1963-2001 | Ausstellung | Hannover <2004>"
972382631,Helga Paris,2004,9783935567190,https://d-nb.info/972382631/04,"Paris, Helga | Fotografie | Geschichte 1968-1998 | Ausstellung | Hannover <2004>"
972283315,"Leni Hoffmann, beautiful one day - perfect the next",2004,9783937014029,https://d-nb.info/972283315/04,"Hoffmann, Leni | Geschichte 1997-2004 | Ausstellung | Hannover <2004>"
992713293,Otto Dix: Grafikmappe Der Krieg von 1924,2004,,,"Dix, Otto | Graphische Technik | Geschichte | Dix, Otto | Graphische Technik"
971096511,"Peter Rösel - Tom Sawyer, der Teufel und seine Großmutter",2004,9783891691847,,"Rösel, Peter | Installation | Ausstellung | Hannover <2004>"
970734158,Portraits: Zoltán Jókay,2004,9783775714679,,"Jókay, Zoltán | Porträtfotografie | Ausstellung | Hannover <2004>"
969482752,Social creatures,2004,9783775714327,,Experimentelle Fotografie | Geschichte 1995-2003 | Ausstellung | Hannover <2004>
971684359,Sprengels Picasso,2004,9783891691861,https://d-nb.info/971684359/04,"Picasso, Pablo | Sprengel Museum Hannover | Katalog"
970416350,Timm Ulrichs,2004,9783891691830,,"Ulrichs, Timm | Druckgrafik | Sprengel Museum Hannover | Katalog"
96980833X,Anthologie de l'amour sublime,2003,,,"Olesen, Henrik | Collage | Erotik | Ausstellung | Hannover <2003>"
967242622,Buena memoria,2003,9783775713535,https://d-nb.info/967242622/04,"Brodsky, Marcelo | Fotografie | Mitschüler | Buenos Aires | Ausstellung | Hannover <2003> | Brodsky, Marcelo | Jugend | Politische Verfolgung | Verschwinden | Geschichte 1970-1977 | Ausstellung 2003"
968313914,Cubisme,2003,9783891691793,https://d-nb.info/968313914/04,Kubismus | Ausstellung | Hannover <2003> | Kunst | Geschichte 1906-1926 | Ausstellung | Hannover <2003>
970152876,Die Geburt der Nanas,2003,,,
967218233,Kunst_Garten_Kunst,2003,9783936859041,https://d-nb.info/967218233/04,Hannover | Stadtplanung | Landschaftsplanung | Land-art | Ausstellung | Hannover <2003>
967412382,Kurt Schwitters,2003,9783775709880,https://d-nb.info/967412382/04,
965953904,Niki de Saint Phalle,2003,9783775713085,https://d-nb.info/965953904/04,"Saint Phalle, Niki de | Bildband"
965948730,Niki de Saint Phalle,2003,9783775712767,https://d-nb.info/965948730/04,"Saint Phalle, Niki de | Bildband"
968430112,Nikis Welt,2003,9783791329468,,"Saint Phalle, Niki de | Plastik | Jugendsachbuch"
969812272,Paul Klee,2003,9783891691809,https://d-nb.info/969812272/04,"Klee, Paul | Malerei | Geschichte 1931-1941 | Ausstellung | Riehen <Basel, 2003> | Klee, Paul | Zeichnung | Geschichte 1931-1941 | Ausstellung | Riehen <Basel, 2003>"
967881552,Paul Klee,2003,9783716513224,https://d-nb.info/967881552/04,"Klee, Paul | Malerei | Geschichte 1931-1941 | Ausstellung | Riehen <Basel, 2003> | Klee, Paul | Zeichnung | Geschichte 1931-1941 | Ausstellung | Riehen <Basel, 2003>"
965762998,Science + fiction,2003,9783936314212,https://d-nb.info/965762998/04,
966113039,Science + fiction,2003,9783931321314,https://d-nb.info/966113039/04,
967417767,Science + fiction,2003,9783936314229,https://d-nb.info/967417767/04,Science-Fiction | Kunst | Bildband
970142382,"Sprengel-Museum Hannover, Malerei und Plastik",2003,9783891691854,https://d-nb.info/970142382/04,
970142412,"Sprengel-Museum Hannover, Malerei und Plastik",2003,9783891691854,,
969329059,Stephan Balkenhol,2003,9783891691823,,
969328842,Stephan Balkenhol,2003,9783891691816,,
964380153,Agrarlandschaften,2002,9783932187063,,"Riebesehl, Heinrich | Landschaftsfotografie | Norddeutschland | Agrarlandschaft | Geschichte 1976-1979 | Bildband"
968500706,Est-ce que ton image me regarde?,2002,9783891691687,,"Shalev-Gerz, Esther | Bildband"
964493349,Figur Wolkenfänger,2002,9783891691656,https://d-nb.info/964493349/04,"Antes, Horst | Malerei | Geschichte 1959-1966 | Ausstellung | Hannover <2002>"
966139054,Flach_legen,2002,,,
967191858,Future world,2002,9783891691724,,"Neudörfl, Elisabeth | Fotografie | Ausstellung | Hannover <2002>"
963641107,Gerhard Richter - landscapes,2002,9783775791014,,"Richter, Gerhard | Landschaftsmalerei | Ausstellung | Hannover <1998>"
963640747,Gerhard Richter - Landschaften,2002,9783775791052,https://d-nb.info/963640747/04,"Richter, Gerhard | Landschaftsmalerei | Ausstellung | Hannover <1998>"
96609607X,Hundert Tonnen.de,2002,,,
966375572,James Coleman,2002,9783891691755,https://d-nb.info/966375572/04,"Coleman, James | Video | Ausstellung | Hannover <2002>"
963897705,"James Turrell, Slow dissolve",2002,9783891691663,,
964201216,Kunst ist Gleichnis,2002,9783891691670,https://d-nb.info/964201216/04,
965678059,Malerkünstler,2002,9783891691762,https://d-nb.info/965678059/04,Psychopathologie | Kunst | Ausstellung | Hannover <2002>
966079124,Maurizio Nannucci,2002,9783891691700,,
964582856,"Max Baumann - Abgefangen ; 23. Januar - 14. April 2002, Sprengel-Museum, Hannover",2002,9783891691656,,
967997542,Olafur Gislason - Alltagsexperten,2002,9783936919080,https://d-nb.info/967997542/04,Olafur Gislason | Ausstellung | Hannover <2002>
966378288,Sophie Calle,2002,9783883755922,,"Calle, Sophie | Fotografie | Ausstellung | Hannover <2002>"
964592126,The native born,2002,9783891691601,,Aborigines | Kunst
96604987X,Von Niki Mathews zu Niki de Saint Phalle,2002,9783891691779,,"Saint Phalle, Niki de | Malerei | Geschichte 1952-1959 | Ausstellung | Hannover <2002>"
962863580,"""Der stärkste Ausdruck unserer Tage"", neue Sachlichkeit in Hannover",2001,9783487114408,https://d-nb.info/962863580/04,Hannover | Malerei | Geschichte 1920-1930 | Ausstellung | Hannover <2001> | Neue Sachlichkeit | Malerei | Hannover | Ausstellung | Hannover <2001>
962196762,La fête,2001,9783891691588,https://d-nb.info/962196762/04,"Saint Phalle, Niki de | Geschichte 1952-2001 | Schenkung | Sprengel Museum Hannover | Katalog"
962222011,La fête,2001,9783775710459,https://d-nb.info/962222011/04,"Saint Phalle, Niki de | Geschichte 1952-2001 | Schenkung | Sprengel Museum Hannover | Katalog"
964583399,Manfred Pernice - Liegende,2001,9783891691649,,
964405512,Otto Gleichmann und seine Zeit,2001,9783891691625,https://d-nb.info/964405512/04,"Gleichmann, Otto | Biographie"
965080048,Thomas Demand - Report,2001,9783891691595,,
964555476,"Begegnungen: Max Ernst - Carl Wilhelm Kolbe d. Ä., Lyonel Feininger, Dieter Roth",2000,9783891691502,https://d-nb.info/964555476/04,"Ernst, Max | Ausstellung | Quedlinburg <1999> | Feininger, Lyonel | Ausstellung | Quedlinburg <1999> | Roth, Dieter | Ausstellung | Hannover <2000> | Kolbe, Carl Wilhelm | Ausstellung | Wörlitz <2000>"
964583062,Claudia Wissmann - ex architectura,2000,,,
965117111,Dibujos germinales,2000,,https://d-nb.info/965117111/04,Spanien | Zeichnung | Geschichte 1945-2000 | Ausstellung | Hannover <2000>
958332940,Donald Judd. Colorist,2000,9783893228782,https://d-nb.info/958332940/04,"Judd, Donald | Farbe | Ausstellung | Hannover <2000>"
960007458,Donald Judd. Couleur,2000,9783775790574,https://d-nb.info/960007458/04,"Judd, Donald | Farbe | Ausstellung | Hannover <2000>"
960650024,"El Lissitzky, ""Proun 30t"" von 1920",2000,,,"Lisickij, Lazarʹ Markovič | Sprengel Museum Hannover | Neuerwerbung"
958842663,Frauen,2000,9783883754239,,"Schmidt, Michael | Porträtfotografie | Frau | Ausstellung | Hannover <2000>"
958856915,How you look at it,2000,9783896110893,https://d-nb.info/958856915/04,Fotografie | Geschichte 1900-1999 | Ausstellung | Hannover <2000>
960231978,How you look at it,2000,9783896110893,https://d-nb.info/960231978/04,Fotografie | Geschichte 1900-1999 | Ausstellung | Hannover <2000>
959187073,Kulturaustreibung,2000,9783897271210,,Niedersachsen | Nationalsozialismus | Kunstpolitik | Geschichte 1933-1945 | Aufsatzsammlung
959708871,Kurt Schwitters,2000,9783775709262,https://d-nb.info/959708871/04,
962174882,"La fête, Niki de Saint Phalle",2000,,,"Saint Phalle, Niki de | Schenkung | Sprengel Museum Hannover | Ausstellung | Hannover <2000>"
960243267,Merz,2000,9783891691540,,Merzkunst | Ausstellung | Hannover <2000>
96523990X,Merz,2000,9783891691557,https://d-nb.info/96523990X/04,Merzkunst | Ausstellung | Hannover <2000>
957453655,Metamorphosen,2000,9783772820014,https://d-nb.info/957453655/04,Künste | Gedächtnis | Neue Medien | Kongress | Hannover <1997>
960126368,Sony Monster lebt oder wie werde ich eine Videokünstlerin,2000,9783854152828,,"Degenhardt, Carla | Videokunst | Bildband"
960878548,Sprengel zu 2000,2000,,,
960878556,Sprengel zu 2000,2000,,,
96087853X,Sprengel zu 2000,2000,,,
960878564,Sprengel zu 2000,2000,,,
960878513,Sprengel zu 2000,2000,,,
960878572,Sprengel zu 2000,2000,,,
960878505,Sprengel zu 2000,2000,,,
964838257,Sprengel zu 2000,2000,,,
964472287,Sprengel zu 2000,2000,,,
960445250,Über die Welt,2000,9783891691533,,
960445218,Über die Welt,2000,9783891691519,,
960275207,"Yvonne Lee Schultz, Horizont",2000,9783891691526,,
957409494,Baldessari,1999,9783883753966,,"Baldessari, John | Fotografie | Ausstellung | Hannover <1999>"
958332606,Donald Judd. Farbe,1999,9783893227860,https://d-nb.info/958332606/04,"Judd, Donald | Farbe | Ausstellung | Hannover <2000>"
955343984,El Lissitzky: Jenseits der Abstraktion,1999,9783888149177,,"Lisickij, Lazarʹ Markovič | Experimentelle Fotografie | Geschichte 1922-1940 | Ausstellung | Hannover <1999>"
955931851,El Lissitzky: Jenseits der Abstraktion,1999,9783891691397,,"Lisickij, Lazarʹ Markovič | Experimentelle Fotografie | Geschichte 1922-1940 | Ausstellung | Hannover <1999>"
956070426,Emil Nolde und die Sammlung Sprengel 1937 bis 1956,1999,9783891691410,https://d-nb.info/956070426/04,"Nolde, Emil | Sprengel, Bernhard | Sammlung | Ausstellung | Hannover <1999>"
960036482,James Welling,1999,9783891691465,,"Welling, James | Fotosequenz | Fotogramm | Ausstellung | Hannover <1999>"
958028370,Jimmy Ernst,1999,9783891691489,,"Ernst, Jimmy | Malerei | Geschichte 1942-1982 | Ausstellung | Hannover <1999>"
957541600,Max Beckmann,1999,9783891691441,https://d-nb.info/957541600/04,"Beckmann, Max | Druckgrafik | Sprengel Museum Hannover | Katalog"
958574189,Mechanismus und Ausdruck,1999,9783891691427,,"Fotografie | Geschichte | Sammlung | Ausstellung | Hannover <1999> | Wilde, Ann | Sammlung | Ausstellung | Hannover <1999> | Wilde, Jürgen | Sammlung | Ausstellung | Hannover <1999>"
956271987,Mechanismus und Ausdruck,1999,9783888149269,,"Fotografie | Geschichte | Sammlung | Ausstellung | Hannover <1999> | Wilde, Ann | Sammlung | Ausstellung | Hannover <1999> | Wilde, Jürgen | Sammlung | Ausstellung | Hannover <1999>"
958007624,Nomadengut,1999,9783891691496,https://d-nb.info/958007624/04,"Straus-Ernst, Louise | Autobiographie 1914-1942"
957538820,"Pia Stadtbäumer, Max und Clara",1999,,,
960098828,Theo Garve,1999,,,
962059250,Über die Welt,1999,,,
962059188,Über die Welt,1999,,,
962059234,Über die Welt,1999,,,
962059293,Über die Welt,1999,,,
954114663,Alexander Rodtschenko - Das neue Moskau,1998,9783888149184,,"Rodčenko, Aleksandr Michajlovič | Dokumentarfotografie | Moskau | Geschichte 1929-1932 | Sammlung | Ausstellung 1999 | Tatunz, L. | Sammlung | Ausstellung | Hannover <1999> | Tatunz, G. | Sammlung | Ausstellung | Hannover <1999>"
955931320,Alexander Rodtschenko - Das neue Moskau,1998,9783888149184,,"Rodčenko, Aleksandr Michajlovič | Dokumentarfotografie | Moskau | Geschichte 1929-1932 | Sammlung | Ausstellung 1999 | Tatunz, L. | Sammlung | Ausstellung | Hannover <1999> | Tatunz, G. | Sammlung | Ausstellung | Hannover <1999>"
954984838,Circus Beckmann,1998,9783877067529,,"Beckmann, Max | Malerei | Ausstellung | Hannover <1998>"
952878496,Das große Dadagluten,1998,9783891691281,,"Schwitters, Kurt | Sammlung | Schwitters, Ernst | Ausstellung | Hannover <1998>"
960865071,Furor Dada,1998,9727760155,,"Schwitters, Kurt | Sammlung | Schwitters, Ernst | Ausstellung | Hannover <1998>"
954944658,Gerhard Richter - Landschaften,1998,9783893229505,https://d-nb.info/954944658/04,"Richter, Gerhard | Landschaftsmalerei | Ausstellung | Hannover <1998>"
962059765,Gia Edzgveradze,1998,9783891691342,,"Ejġveraje, Gia | Ausstellung | Hannover <1999>"
953497275,Hanns Schimansky,1998,9783891691304,https://d-nb.info/953497275/04,"Schimansky, Hanns | Zeichnung | Ausstellung | Hannover <1998>"
955844614,"Harald Naegeli, Raumwolken",1998,,,
957510578,Ilya Kabakov,1998,9783877067567,https://d-nb.info/957510578/04,"Kabakov, Ilʹja Iosifovič | Zeichnung | Ausstellung | Heerlen <1998>"
953361160,Kurt Schwitters,1998,9783891691328,,"Schwitters, Kurt | Sprengel Museum Hannover | Werkverzeichnis"
953469573,Paco Knöller,1998,9783891691267,,"Knöller, Paco R. | Zeichnung | Ausstellung | Hannover <1998>"
956199348,R. B. Kitaj,1998,9783891691274,,"Kitaj, R. B. | Malerei | Ausstellung | Oslo <1998>"
956824595,Sigrid Redhardt,1998,9783930315161,,"Redhardt, Sigrid | Malerei | Ausstellung | Solingen <1998>"
963030574,Über die Welt,1998,,,
963030558,Über die Welt,1998,,,
955985064,Über die Welt,1998,9783891691298,,
962059110,Über die Welt,1998,9783891691335,,
957295804,"Wasa Markanov, das Hannover-Projekt",1998,9783891691373,https://d-nb.info/957295804/04,"Marjanov, Wasa | Ausstellung | Hannover <1998>"
951016539,Albert Renger-Patzsch,1997,9783891691168,,"Renger-Patzsch, Albert | Fotografie | Ausstellung | Hannover <1997>"
951730908,"""Aus gegebenem Anlaß"" William Gear",1997,,,
953418650,Borobudur Projekt,1997,9783894661878,,Borobudur | Ausstellung | Duisburg <1997>
950767301,"Conrad Felixmüller, die Dresdner Jahre 1910 - 1934",1997,9783879095476,,"Felixmüller, Conrad | Malerei | Ausstellung | Dresden <1997>"
953847950,"Conrad Felixmüller, die Dresdner Jahre 1910 - 1934",1997,9783879095476,,"Felixmüller, Conrad | Malerei | Ausstellung | Dresden <1997>"
951035959,Cum Eva & Adele,1997,9783893223251,,Eva & Adele | Ausstellung | Hannover <1997>
951339184,Cum Eva & Adele,1997,9783893223251,,Eva & Adele | Ausstellung | Hannover <1997>
953469379,Emil Schumacher,1997,9783891691212,,"Schumacher, Emil | Malerei | Ausstellung | Hannover <1997>"
1290810559,"Felix Gonzáles-Torres: Ausstellung Hannover, Sprengel Museum; St. Gallen und Wien 1997-1998",1997,,,
950703834,Felix Gonzalez-Torres,1997,9783893228836,,
955299764,Felix Gonzalez-Torres,1997,9783893228836,,
950703877,Felix Gonzalez-Torres,1997,9783893228836,,
955299845,Felix Gonzalez-Torres,1997,9783893228836,,
953502716,Friedrich Seidenstücker,1997,9783891691199,,"Seidenstücker, Friedrich | Schnappschuss | Berlin | Sammlung | Ausstellung | Hannover <1996> | Wilde, Ann | Sammlung | Ausstellung | Hannover <1996> | Wilde, Jürgen | Sammlung | Ausstellung | Hannover <1996>"
953469042,"Heinrich Riebesehl, Bahnlandschaften",1997,9783891691229,,
951341103,Henri de Toulouse-Lautrec,1997,9783891691236,,"Toulouse-Lautrec, Henri de | Druckgrafik | Sprengel Museum Hannover | Ausstellung | Hannover <1997>"
951475169,Kurt Schwitters,1997,9783877067710,,"Schwitters, Kurt | Sprengel Museum Hannover | CD-ROM"
951423665,Max Peiffer Watenphul,1997,9783891691137,,"Peiffer Watenphul, Max | Malerei | Ausstellung | Rom <1997>"
953431061,"(Mit Automaten), Bogomir Ecker",1997,9783891691151,https://d-nb.info/953431061/04,"Ecker, Bogomir | Installation | Ausstellung | Hannover <1997>"
957324707,Open flowers for the Beatniks,1997,,,
948282746,Paul Klee,1997,9783877067802,,"Sprengel Museum Hannover | Klee, Paul | CD-ROM"
951476815,Paul Klee,1997,9783877067819,,"Sprengel Museum Hannover | Klee, Paul | CD-ROM"
954020049,Peter Brüning,1997,,,"Brüning, Peter | Arbeiten auf Papier | Ausstellung | Hannover <1997>"
953470466,Peter Brüning,1997,9783879095445,,"Brüning, Peter | Arbeiten auf Papier | Ausstellung | Hannover <1997>"
953056368,"Tadashi Kawamata, field work",1997,9783893223480,https://d-nb.info/953056368/04,"Kawamata, Tadashi"
953585336,There and gone,1997,9783923922499,,"Gossage, John | Fotografie | Ausstellung | Hannover <1997>"
951323768,Thom Merrick,1997,9783893224067,,"Merrick, Thom | Installation | Ausstellung | Hannover <1997>"
952195313,"Thomas Struth, Portraits",1997,9783888142628,,"Struth, Thomas | Porträtfotografie | Ausstellung | Hannover <1997>"
951314645,Wie modelliert man Lupo - von Aachen bis Zürich,1997,9783891691175,,
95347027X,Wildlife memories,1997,9783891691250,,"Zück, Christina | Tierfotografie | Ausstellung | Hannover <1997>"
956180353,"Zirkus, Zirkus, Zirkus",1997,9783891691243,,
956180310,"Zirkus, Zirkus, Zirkus",1997,9783891691243,,
946437971,"Allan McCollum, natural copies",1996,9783893228058,,"McCollum, Allan | Serielle Kunst | Ausstellung | Hannover <1995>"
948001437,Blast,1996,9783891691052,https://d-nb.info/948001437/04,Vortizismus | Kunst | Geschichte | Ausstellung | Hannover <1996>
947983198,Der kleine Vampir und andere Säugetiere,1996,9783891691069,,
946904111,Ein-heit,1996,9783931141172,,"Schmidt, Michael | Fotografie | Ausstellung | New York <NY, 1996>"
947719245,Ernst Barlach und Käthe Kollwitz,1996,9783891691038,,"Kollwitz, Käthe | Grafik | Sprengel Museum Hannover | Katalog | Barlach, Ernst | Grafik | Sprengel Museum Hannover | Katalog"
94859635X,Garten der Frauen,1996,9783891691090,,Deutschland | Künstlerin | Avantgarde | Geschichte 1900-1914 | Ausstellung | Hannover <1996> | Deutschland | Kunst | Avantgarde | Geschichte 1900-1914 | Ausstellung | Hannover <1996>
949317284,Garten der Frauen,1996,9783891691090,https://d-nb.info/949317284/04,Deutschland | Künstlerin | Avantgarde | Geschichte 1900-1914 | Ausstellung | Hannover <1996> | Deutschland | Kunst | Avantgarde | Geschichte 1900-1914 | Ausstellung | Hannover <1996>
950124680,Gisèle Freund,1996,9783891691076,https://d-nb.info/950124680/04,"Freund, Gisèle | Porträtfotografie | Schriftsteller | Ausstellung | Hannover <1996>"
947962069,Hanne Darboven - Evolution Leibniz,1996,9783893228454,,"Darboven, Hanne | Ausstellung | Hannover <1996>"
948692995,"Hanne Darboven, Evolution Leibniz",1996,9783893228454,,"Darboven, Hanne | Ausstellung | Hannover <1996>"
949707732,Joan Miró,1996,9783891691083,,"Miró, Joan | Druckgrafik | Sprengel Museum Hannover | Ausstellung | Hannover <1996>"
948456426,Judith Joy Ross,1996,9783891691014,,"Ross, Judith Joy | Porträtfotografie | Ausstellung | Hannover <1996>"
946579679,Karin Sander,1996,9783891690925,,
947561676,Kurt Schwitters,1996,9783877067703,,"Schwitters, Kurt | Sprengel Museum Hannover | CD-ROM"
948823062,Kurt Schwitters,1996,9783891691120,https://d-nb.info/948823062/04,"Schwitters, Kurt | Sammlung | Schwitters, Ernst | Katalog"
948030232,Lexicon,1996,9783891691045,,"Horlitz, Andreas | Installation | Ausstellung | Hannover <1996>"
947327088,Lyonel Feininger,1996,9783891691021,,"Feininger, Lyonel | Sprengel Museum Hannover | Ausstellung | Hannover <1996> | Feininger, Lyonel | Sprengel Museum Hannover | Katalog"
949836036,"Marc Chagall, Himmel und Erde",1996,9783891691144,https://d-nb.info/949836036/04,"Chagall, Marc | Druckgrafik | Sprengel Museum Hannover | Katalog"
947130055,Marcel Broodthaers,1996,9783893228362,https://d-nb.info/947130055/04,"Broodthaers, Marcel | Druckgrafik | Edition | Werkverzeichnis | Broodthaers, Marcel | Druckgrafik | Edition | Ausstellung | Hannover <1996>"
949796530,"Marcel Odenbach, Besenrein",1996,9783891691113,,"Odenbach, Marcel | Video-Installation | Ausstellung | Hannover <1997>"
947982973,"Michel Sauer, die Winkelmusik",1996,9783891691007,,
94619937X,"Qin Yufen, qing-zhou, (schwebende Boote)",1996,9783891690987,,"Qin, Yufen | Installation | Ausstellung | Hannover <1996>"
946958246,Sex & Crime,1996,9783891690994,https://d-nb.info/946958246/04,Erotische Kunst | Gewalt | Ausstellung | Hannover <1996>
948779950,Wenn der Mond einen Hof hat,1996,,,Psychopathologie | Kunst | Ausstellung | Hannover <1996>
950619663,(Zuspiel),1996,,,
946578583,"Anthony Hernandez, Landscapes for the homeless",1995,9783891690956,,
946581576,August Sander,1995,9783891690963,,"Sander, August | Fotografie | Sardinien | Ausstellung | Hannover <1995>"
946571503,Besucher im Sprengel-Museum Hannover,1995,,https://d-nb.info/946571503/04,
946571511,Besucher im Sprengel-Museum Hannover,1995,,,
943419980,Eberhard Bosslet,1995,9783891690857,,"Bosslet, Eberhard | Ausstellung | Hannover <1995>"
946446555,McCollum - Simmons,1995,9783893222971,,"Simmons, Laurie | Bildband | Actual Photos | Bildband"
944511457,Nikolaus Lang,1995,9783891690918,https://d-nb.info/944511457/04,"Lang, Nikolaus | Installation | Naturkunst | Ausstellung | Hannover <1995>"
944205941,Norbert Radermacher,1995,9783891690888,,
946579369,Pablo Picasso,1995,9783791314365,https://d-nb.info/946579369/04,"Picasso, Pablo | Skizzenbuch | Plastik | Entwurf | Ausstellung | Duisburg <1995>"
94574871X,Pablo Picasso on the path to sculpture,1995,9783791316116,https://d-nb.info/94574871X/04,"Picasso, Pablo | Skizzenbuch | Plastik | Entwurf | Ausstellung | Duisburg <1995>"
945392125,"Raimund Girke, Malerei",1995,9783893227396,,"Girke, Raimund | Malerei | Ausstellung | Hannover <1995>"
944818773,"Raimund Girke, Malerei",1995,9783893227396,,"Girke, Raimund | Malerei | Ausstellung | Hannover <1995>"
946580766,"Robert Adams, What we bought: the new world",1995,9783891690949,,"Adams, Robert | Fotografie | Denver, Colo. | Ausstellung | Hannover <1995>"
946578907,Segelohr und Rattenschwanz,1995,9783891690932,,
944442757,Spectrum-Photogalerie,1995,9783891690895,,Photogalerie Spectrum | Ausstellung | Hannover <1994> | Fotografie | Ausstellung | Hannover <1994>
945148151,Stories,1995,9783891690864,https://d-nb.info/945148151/04,"Holmes à Court, Janet | Sammlung | Ausstellung | Hannover <1995> | Aborigines | Malerei | Geschichte 1982-1994 | Sammlung | Ausstellung | Hannover <1995>"
944443869,"Walter Fähndrich, Musik für Räume",1995,9783891690901,,
941686582,Abraham David Christian,1994,9783891690796,,"Christian, Abraham David | Zeichnung | Ausstellung | Hannover <1994>"
941783278,Bildwechsel,1994,9783891690802,https://d-nb.info/941783278/04,Sprengel Museum Hannover | Führer
940881942,Claude Wall,1994,9783891690789,,"Wall, Claude | Ausstellung | Hannover <1994>"
940296691,Die Erfindung der Natur,1994,9783793006886,https://d-nb.info/940296691/04,Naturdarstellung | Surrealismus | Ausstellung | Hannover <1994>
941381889,Die Orte der Kunst,1994,9783893226146,https://d-nb.info/941381889/04,Kunstbetrieb | Kunst | Geschichte 1982-1994 | Ausstellung | Hannover <1994>
