qid,P31,P1476,P170,P571,P276,P195,P186,P2048,P2049,P2610,P217,P528,P1431
CREATE,,,,+1987-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1986-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Individuals: A Selected History of Contemporary Art 1945-1986""@en",,+1945-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1985-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Whitney Biennial Exhibition""@en",,+1979-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1982-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Photography Used in Contemporary Art, In and Around the 70's""@en",,+1982-00-00T00:00:00Z/9,Q673907,Q673907,Q11472,,,,,"Documenta 7, National Museum of Modern Art, Tokyo",Q138573075
CREATE,,"""Art About Art""@en",,+1978-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""documenta 5""@en",,+1972-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Tetrad Series""@en",Q312793,+1999-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""RMS W VU: WALLPAPER""@en",,+1998-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,1998 paldessari,Q138573075
CREATE,,"""John Baldes""@en",,+1996-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""This Not That""@en",,+1995-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,"1995 Snoddy, Stephen. This Not That. Cornerhouse, Manchester, England",Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1990-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Untitled""@en",,+1981-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Zorro""@en",,+1998-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Lamb""@en",,+1989-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""The Life and Opinions of Tristam Shandy""@en",,,Q673907,Q673907,Q11472,,,,,,Q138573075
CREATE,,"""Close-Cropped Tales""@en",,+1981-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,Buffalo: CEPA Gallery; and Buffalo: Albright-Knox Art Gallery,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1998-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Baldessari untima ina intalacion de gran formato enel Macba""@en",,+1998-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Un paradis per a telead- dictes""@en",,+1998-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Create and Destroy""@en",,+1998-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Untitled""@en",,+1997-00-00T00:00:00Z/9,Q673907,Q673907,,,,,Unknown,Unknown,Q138573075
CREATE,,"""Die Vergangenheit muß man zerstören""@en",,+2023-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1996-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Reconsidering the Object of Art""@en",,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""1965-1975: Reconsidering the Object of Art""@en",,January / February,Q673907,Q673907,,,,,,p.36-37,Q138573075
CREATE,,"""colori Della Discordanza""@en",,+1995-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,"Flash Art, Italia, December 1995 / January 1996, p.57-60",Q138573075
CREATE,,,,+1995-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""John Baldessari: Margo Leavin Gallery""@en",,+1995-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""A Mysterious Place Between Paintings and Photographs""@en",,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1993-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1991-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,Q3305213,"""Landscape with Figures""@en",,+1895-00-00T00:00:00Z/9,Q673907,Q673907,Q296955,,,,INV-00789,CAT-12345,Q138573075
CREATE,,"""Isocephaly""@en",,+1968-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""What to Leave Out""@en",,+1968-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Cremation""@en",,+1970-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""New York City Art History""@en",,+1971-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""New York City Postcard Painting""@en",,+1971-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Waterline""@en",,+1971-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Dance""@en",,+1971-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Minimalism""@en",,+1971-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Tabula Rasa""@en",,+1971-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Black-Out""@en",,+1971-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Easel Painting""@en",,+1972-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Time-Temperature""@en",,+1972-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Water to Wine to Water""@en",,+1972-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""The Hollywood Film""@en",,+1972-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""1973""@en",,+1973-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Throwing Leaves Back at Tree""@en",,+1973-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Ice Cubes Sliding""@en",,+1974-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Taking a Slate""@en",,+1974-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Taking a Slate""@en",,+1974-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""loop""@en",,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Ted's Christmas Card""@en",,+1974-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1973-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Six Colorful Inside Jobs""@en",,+1977-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""VIDEOFILME VOM KUNSTLER/ VIDEOTAPES BY THE ARTIST""@en",,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Folding Hat: Version 1""@en",,+1970-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Folding Hat""@en",,+1970-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Black Painting""@en",,+1970-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Black Curtain""@en",,+1970-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Life Drawing""@en",,+1970-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Will Not Make Any More Boring Art""@en",,+1971-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Walking Forward - Running Past""@en",,+1972-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Am Making Art""@en",,+1971-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Art Disasters""@en",,+1971-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Police Drawing""@en",,+1971-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Xylophone""@en",,+1972-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Baldessari Sings LeWitt""@en",Q312793,+1972-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Inventory""@en",,+1972-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Teaching a Plant the Alphabet""@en",,+1972-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Fd Henderson Reconstructs Movie 1994 1973""@en",,+1994-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""How We Do Art Now""@en",Q312793,+1973-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""sound""@en",,+1993-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Haste Makes Waste""@en",,+1973-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Practice Makes Perfect""@en",,+1973-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""The Way We Do Art Now and Other Sacred Tales""@en",,+1973-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""The Sound Made By Kicking a Bottle""@en",,+1973-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,Q125191,"""Ed Henderson Suggests Soundtracks for Photographs""@en",,+1974-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""The Italian Tape""@en",,+1974-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""5x Colorful Tales: From the Emotional Spectrum""@en",,+1977-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Two Colorful Melodies""@en",,+1977-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Spectrum""@en",,,Q673907,Q673907,,,,,,Internationaler Preis für Fotografie der Stiftung Niedersachsen,Q138573075
CREATE,,"""Spectrum""@en",,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1988-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1999-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Gemäldegalerie Neue Meister""@en",,+2000-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,+1999-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,3-88375-396-3,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""while something is happening here, something else is happening there""@en",Q312793,+1988-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Ubers""@en",,+1999-00-00T00:00:00Z/9,Q673907,Q673907,,,,,,,Q138573075
CREATE,,,,,Q673907,Q673907,,,,,,3-88375-396-3,Q138573075
